24/10/2018,15:14:32,,,,,,,,,,,,,,,,,,,,,,,,,
FirmwareVer=DropsondeV2OPC-012id PCBv4.SPIdef.............BS,,,,,,,,,,,,,,,,,,,,,,,,,,
bb0,bb1,bb2,bb3,bb4,bb5,bb6,bb7,bb8,bb9,bb10,bb11,bb12,bb13,bb14,GSC,ID,,,,,,,,,,
0,92,208,328,451,578,708,842,979,1119,1263,1411,1562,1716,1874,1,1,,,,,,,,,,
time,temp,hum,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b1tof,b3tof,b5tof,b7tof,period,csum,glitch,longtof,rejrat
246310,269,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17414,0,6,68,0
246898,270,899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18894,0,206,73,0
247438,270,913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17312,0,160,67,0
247976,270,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17310,0,158,67,1
248516,271,902,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,17309,7,157,67,5
249057,271,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,17344,3,192,67,1
249598,270,936,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,17379,9,227,67,5
250138,269,928,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,17345,2,193,67,3
250684,270,1023,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17508,2,100,68,1
251225,268,1023,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,17342,10,190,67,6
251767,268,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17450,0,42,68,0
252307,269,1023,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,17307,15,155,67,12
252852,274,1023,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,17485,6,77,68,6
253392,268,976,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,86,0,0,0,17344,10,192,67,3
253933,267,1023,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,17380,10,228,67,10
254492,264,914,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,17938,5,18,70,54
255032,269,1023,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,17340,8,188,67,105
255576,269,950,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,17452,6,44,68,3
256116,269,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,17346,1,194,67,139
256661,270,7,0,9,1,0,1,0,0,0,0,0,0,0,0,0,0,78,0,0,0,17487,11,79,68,8
257200,271,906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17276,0,124,67,6
257739,268,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,17311,6,159,67,2
258283,265,907,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,17471,4,63,68,1
258824,266,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,17339,1,187,67,26
259362,264,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,17305,2,153,67,1
259901,263,906,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,17269,3,117,67,1
260442,264,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,17376,2,224,67,1
260981,263,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17301,0,149,67,0
261520,262,925,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,17305,1,153,67,93
262063,263,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,17412,3,4,68,2
262653,264,1021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,18998,1,54,74,2
263194,266,942,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,17346,1,194,67,7
263736,267,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,17377,1,225,67,2
264276,267,980,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,17378,4,226,67,3
264818,270,943,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,17378,6,226,67,5
265360,271,973,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,17380,5,228,67,8
265901,273,1023,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,17343,4,191,67,9
266447,274,1023,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,17579,12,171,68,10
266992,271,1023,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,17487,5,79,68,11
267534,275,974,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,17382,11,230,67,133
268079,275,1023,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,17487,9,79,68,6
268620,276,1023,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,17380,8,228,67,4
269162,278,1023,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,17380,4,228,67,0
269704,277,1023,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,90,58,0,0,17416,7,8,68,1
270251,277,1023,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,17557,5,149,68,4
270793,277,1023,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,17420,5,12,68,1
271334,277,927,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,17346,13,194,67,9
271877,279,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,17418,3,10,68,4
272417,277,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17348,0,196,67,1
272958,275,917,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,17346,3,194,67,147
273502,276,988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,17454,1,46,68,94
274046,275,1003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,17504,2,96,68,0
274587,274,907,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17344,1,192,67,1
275128,275,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17347,0,195,67,83
275668,274,915,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,17344,1,192,67,3
276208,274,926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,17346,1,194,67,255
276750,274,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17382,2,230,67,2
277291,273,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17342,0,190,67,3
277881,273,935,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,19000,2,56,74,216
278423,274,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17375,0,223,67,9
278962,274,898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,17311,0,159,67,255
279507,273,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17523,0,115,68,179
280050,271,906,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,17416,2,8,68,1
280590,274,907,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,17313,3,161,67,255
281134,274,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17452,0,44,68,1
281676,273,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,17435,2,27,68,1
282218,266,898,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,17380,2,228,67,49
282761,265,1023,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,17417,3,9,68,2
283301,264,7,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,101,145,0,0,17344,15,192,67,6
283845,264,904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,17453,1,45,68,2
284385,267,1023,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17343,5,191,67,6
284926,263,6,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,17380,3,228,67,1
285483,265,897,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,17837,2,173,69,29
286024,268,7,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,17407,5,255,67,106
286566,269,6,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,17378,19,226,67,14
287108,267,897,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,17380,16,228,67,67
287652,270,1023,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,171,0,132,0,17487,10,79,68,22
288198,269,1003,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,17523,3,115,68,5
288741,269,953,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,17418,8,10,68,204
289286,268,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17506,0,98,68,0
289822,263,418,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,17204,2,52,67,0
290363,265,893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,17346,1,194,67,52
290904,268,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,17379,8,227,67,23
291444,263,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17346,0,194,67,1
291982,262,897,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,17240,10,88,67,56
292525,265,1023,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17414,21,6,68,86
293082,262,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,17902,5,238,69,3
293656,262,903,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,18464,5,32,72,56
294197,265,1023,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,80,108,0,0,17337,4,185,67,82
294742,264,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17489,0,81,68,1
295279,268,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17277,0,125,67,0
295819,269,1014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,17310,1,158,67,0
296361,270,955,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,17418,2,10,68,2
296905,271,907,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,17468,2,60,68,1
297446,271,929,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,17345,4,193,67,0
297988,273,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17380,0,228,67,0
298528,273,856,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,17345,1,193,67,0
299067,272,914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,17311,1,159,67,0
299608,273,985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17346,0,194,67,0
300147,273,911,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,17309,3,157,67,0
300704,274,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17901,0,237,69,3
301244,274,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,17301,1,149,67,0
301786,274,908,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,17381,9,229,67,1
302326,275,920,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,17381,4,229,67,6
302867,274,908,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,17346,3,194,67,215
303416,273,1017,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,17631,2,223,68,234
303961,274,1023,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,17489,2,81,68,4
304506,272,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17503,0,95,68,94
305045,270,909,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,17307,13,155,67,255
305590,269,907,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,17485,2,77,68,70
306131,267,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,17375,1,223,67,3
306670,263,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,17274,1,122,67,1
307212,264,1023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,17412,1,4,68,0
307752,264,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17346,0,194,67,2
308308,267,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,17866,3,202,69,6
308850,268,743,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,17374,1,222,67,0
309425,269,909,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,76,75,0,0,18474,3,42,72,8
309965,269,910,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,17338,12,186,67,14
310509,268,966,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,17449,11,41,68,9
311050,269,1023,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,85,0,0,0,17345,7,193,67,15
311591,267,909,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,17414,2,6,68,1
312135,269,909,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,17434,2,26,68,3
312674,270,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,17307,5,155,67,9
313213,268,1023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,17311,6,159,67,7
313755,267,910,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,17378,5,226,67,5
314297,266,1023,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,17382,5,230,67,11
314839,267,1023,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,114,117,0,0,17411,12,3,68,12
315385,269,919,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,90,164,0,0,17524,6,116,68,5
315943,269,1023,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,80,106,0,0,17933,13,13,70,12
316489,268,910,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,17517,10,109,68,22
317032,266,933,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,17418,6,10,68,6
317572,272,1023,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,94,0,0,0,17346,9,194,67,18
318114,271,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17416,0,8,68,1
318652,271,6,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,74,164,0,0,17240,9,88,67,7
319192,269,879,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,17309,9,157,67,5
319735,270,938,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,17469,3,61,68,4
320275,270,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,17308,3,156,67,1
320813,271,913,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,17276,1,124,67,3
321354,272,1023,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,17375,12,223,67,16
321899,274,75,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,17489,7,81,68,12
322439,272,908,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,17306,13,154,67,8
322981,272,960,0,8,2,1,0,1,0,0,0,0,0,0,0,0,0,83,124,131,0,17418,12,10,68,14
323543,269,1023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,18046,6,126,70,15
324085,271,901,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,17410,14,2,68,18
324627,270,165,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,17383,16,231,67,21
325208,268,909,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,18662,9,230,72,10
325748,273,929,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,17375,5,223,67,5
326290,270,1023,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,17383,10,231,67,11
326834,273,914,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,17455,12,47,68,13
327380,275,920,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,17542,11,134,68,17
327924,274,1023,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,17454,10,46,68,17
328467,276,1023,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,17417,10,9,68,16
329010,275,965,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,17419,11,11,68,21
329552,274,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,17416,3,8,68,7
330091,273,960,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,90,129,0,0,17312,8,160,67,8
330634,272,1023,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,17419,5,11,68,4
331192,272,955,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,17903,11,239,69,15
331736,274,1023,0,41,1,1,0,0,0,0,0,0,0,0,0,0,0,51,52,0,0,17447,43,39,68,18
332280,274,1023,0,37,1,1,1,0,0,0,0,0,0,0,0,0,0,54,117,0,0,17490,40,82,68,15
332826,274,1009,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,17524,32,116,68,15
333371,274,1023,0,35,2,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,0,17489,38,81,68,20
333915,275,1023,0,29,2,1,0,0,0,0,0,0,0,0,0,0,0,51,69,0,0,17453,32,45,68,22
334459,281,1023,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,17491,22,83,68,20
335006,279,1023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,17578,6,170,68,8
335548,279,1019,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,17381,8,229,67,5
336091,280,1023,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,17417,5,9,68,4
336631,286,1023,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,17346,8,194,67,5
337174,283,1023,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,17416,7,8,68,8
337715,282,1023,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,17348,9,196,67,6
338257,284,1023,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,17419,4,11,68,10
338816,283,1023,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,17942,6,22,70,2
339357,286,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,17376,3,224,67,6
339900,286,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17420,0,12,68,2
340440,287,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17313,0,161,67,2
341016,287,1023,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,213,102,0,0,18551,6,119,72,0
341561,287,1023,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,0,17482,4,74,68,4
342103,288,1020,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,17378,3,226,67,5
342649,289,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17543,0,135,68,1
343189,290,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17346,0,194,67,1
343730,291,1017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,17347,1,195,67,0
344271,292,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17382,0,230,67,0
344812,293,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17347,0,195,67,0
345353,291,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17346,0,194,67,0
345892,290,1007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17344,0,192,67,0
346449,290,1002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17865,0,201,69,0
346989,289,1005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17343,0,191,67,0
347530,293,1003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,17348,1,196,67,0
348072,293,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17420,0,12,68,0
348612,296,1007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,17310,1,158,67,2
349155,296,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17421,0,13,68,6
349694,299,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17313,0,161,67,3
350238,301,1004,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,17473,3,65,68,3
350780,296,1005,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,17381,4,229,67,7
351323,295,1002,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,17418,2,10,68,7
351864,296,997,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,17383,2,231,67,3
352405,297,1023,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,17346,3,194,67,4
352947,299,986,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,17384,1,232,67,1
353487,297,986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17380,0,228,67,0
354043,292,980,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,17835,3,171,69,1
354583,296,951,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,17338,2,186,67,3
355125,296,979,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,17380,2,228,67,1
355666,296,973,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,17383,1,231,67,3
356208,297,970,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,17383,4,231,67,3
356782,294,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18444,0,12,72,1
357320,295,968,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,17270,5,118,67,4
357865,295,962,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,17508,3,100,68,2
358407,296,949,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,0,0,17383,1,231,67,3
358948,298,959,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,0,17383,5,231,67,2
359490,298,953,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,17383,1,231,67,4
360031,297,951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17348,0,196,67,1
360570,299,952,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17313,1,161,67,2
361110,298,948,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,17312,2,160,67,2
361666,299,948,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,17868,5,204,69,4
362208,302,951,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,17376,4,224,67,2
362748,302,947,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,17385,2,233,67,3
363289,301,921,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,17348,3,196,67,2
363831,301,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17384,0,232,67,1
364381,300,937,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,17642,2,234,68,2
364922,305,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17381,0,229,67,2
365465,301,939,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,17436,3,28,68,0
366006,300,941,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,17345,2,193,67,2
366547,297,951,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,17383,3,231,67,0
367089,296,951,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,17385,3,233,67,5
367631,301,952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17385,0,233,67,3
368171,303,959,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,17314,1,162,67,0
368710,304,955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,17348,1,196,67,1
369268,305,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17905,0,241,69,2
369807,307,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17308,0,156,67,0
370347,308,935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17315,0,163,67,0
370886,310,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17313,0,161,67,4
371426,311,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17314,0,162,67,5
371965,313,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17315,0,163,67,0
372540,311,922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18479,0,47,72,0
373082,314,930,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,17393,1,241,67,3
373623,317,919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,17383,1,231,67,0
374164,316,921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17351,0,199,67,0
374704,313,923,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17315,1,163,67,0
375244,313,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17345,0,193,67,2
375784,312,916,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,17314,1,162,67,0
376325,311,915,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,17346,2,194,67,1
376882,314,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17906,0,242,69,0
377421,315,912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17311,0,159,67,0
